what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390262422454
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1390262423830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390262427810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390262445051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1390262445091
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1390262445775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390262455554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390262456843
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1390262456906
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390262457100
