what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1390259398041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259398261
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390259398569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259398769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259398932
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1390259401768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259402185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259402321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259402449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1390259407915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390259408979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390259410285
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1390259414529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259414717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259414965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259417063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259428906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259443908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259464224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259465134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259477910
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390259480801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259484671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259485182
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390259486385
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390259486505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259486683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390259486883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1390259489025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259489249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1390259489288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390259489596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259494982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259530746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259569697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259574538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259577648
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1390259581898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259589206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390259591241
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1390259595386
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390259598058
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1390259600811
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390259603402
